mtime,AL,DG,DJ,DS,FL,FR,FU,FX,GR,HV,IM,IS,KR,LM,LT,LZ,MR,MT,NS,NY,OQ,OR,OS,OZ,PS,QY,R,RU,RX,SX
2021-11-02T17:45,20106,17742,20892,33822,25956,27714,0,18714,20106,18864,29730,20214,25998,18852,15282,29562,35568,26244,27282,12480,20970,39732,29790,32022,19002,18852,10884,19608,26430,28134
2021-11-02T17:50,17576,11064,23648,39728,34360,37120,15264,28288,23272,24840,43944,27600,35608,24776,30616,31448,46160,37816,22320,33880,22384,39544,36792,44152,19816,24112,20256,26272,33296,25944
2021-11-02T17:55,8116,5976,11896,19260,18980,19588,10896,10276,12256,10900,17768,13964,14908,9844,14312,17452,23844,18388,18156,11072,10608,17836,15384,18088,13384,15732,9224,13536,20412,16592
2021-11-02T18:00,23175,17172,31950,35991,31572,38043,25299,19026,37008,37251,49941,38808,35217,30033,33687,33219,38205,38853,33750,32994,26316,55206,45936,40365,21726,23796,17361,26541,28485,30420
2021-11-02T18:05,24312,23456,26736,37440,33688,36656,20512,25728,26512,23888,24096,23792,40688,26232,21984,36536,39544,37688,24704,23984,31288,25192,37192,39464,31744,14208,9888,33416,29992,28472
2021-11-02T18:10,11784,5892,10956,20040,18136,23544,9764,12136,14280,10552,17796,13800,14000,13588,12132,20720,19796,22468,19044,12816,11020,21540,20692,21628,9576,8604,8360,9412,15984,14884
2021-11-02T18:15,7910,4516,7108,11030,8752,7448,4512,3198,3592,8668,9846,6564,6872,6042,6450,8818,8668,7996,5748,5508,5810,6994,9822,7566,8684,3824,4506,7254,8718,5918
2021-11-02T18:20,12429,22455,29763,43452,47439,52974,16362,25299,30141,36990,55998,41976,35451,20475,27396,40977,44892,41706,40410,29799,33300,40545,44352,56898,40365,21753,30663,29115,29925,32436
2021-11-02T18:25,20916,19062,23220,44829,37872,33345,18369,22662,31689,30096,43884,34533,28575,39870,27774,28485,56205,27819,32283,33093,0,33273,49059,50049,35622,20160,22284,30771,34641,34902
2021-11-02T18:30,16450,10752,21581,40222,36750,27755,18627,21693,23226,20440,33789,27937,26250,23289,21763,29939,29806,30030,23611,20727,19103,34489,25193,50176,30548,17290,9870,16051,25032,13545
2021-11-02T18:35,6126,3558,4738,9000,8240,7016,3168,5104,5078,7882,7096,8070,7016,4676,3748,5950,9444,9112,6282,8454,7706,10650,9146,10150,9702,5540,3130,6354,5542,7416
2021-11-02T18:40,4872,2110,4614,12236,8686,9644,4558,5536,6000,8298,10800,6978,8400,7206,6442,8744,13062,9268,8284,7500,5480,12038,9922,12516,5420,5790,4450,4282,7188,9926
2021-11-02T18:45,4810,5118,4382,10746,8360,6792,4818,4906,7448,5340,10062,6550,9490,5242,9776,8992,12882,10220,6102,2880,7112,13158,9338,8710,7256,3892,4676,7330,8318,7556
2021-11-02T18:50,15246,17109,17289,40473,33975,31869,21474,31041,33372,30969,55818,24480,34173,25785,28719,33363,43020,53613,33426,35460,27459,32112,38772,50049,38322,26163,25758,27126,28170,30141
2021-11-02T18:55,3857,1670,2490,5999,4247,3240,3244,3222,3675,2645,3248,4769,5166,2977,4221,4128,3917,4109,3202,3629,3382,3973,3602,5142,3509,3375,2950,2121,3223,2961
2021-11-02T19:00,4644,2158,3910,11294,10572,8398,4426,5738,9088,9990,7818,8140,9640,5916,3940,11950,8652,8776,7700,9882,6412,7902,9542,9480,7862,5450,4548,4980,6780,6758
2021-11-02T19:05,14280,16304,23168,44672,40584,30344,17944,24584,35208,21656,32984,24112,24080,23776,26040,33016,37624,34504,22584,24656,25512,49968,36504,49328,31360,25680,16016,28824,26904,24360
2021-11-02T19:10,2603,2034,3023,4718,4790,3974,2161,2517,3993,2450,5187,3517,3983,2539,2403,4605,4955,5017,3277,3971,3874,6027,6096,6232,1936,2750,2644,2194,3395,3541
2021-11-02T19:15,1945,1938,3633,5570,4126,3654,2540,2511,4071,3319,5264,3075,3278,3000,2782,4506,5089,4500,2950,1571,2254,5923,4178,5843,3477,3192,1738,1361,2534,3653
2021-11-02T19:20,7336,4796,10796,20936,13148,21264,9380,11932,8204,9844,19336,12672,22876,12908,11724,12440,17472,19224,10628,11660,15596,19720,24244,25024,7792,8928,5108,0,11964,15940
2021-11-02T19:25,4496,4864,7702,9998,10426,7726,7338,6228,7638,8184,7504,7318,8520,8242,9244,6882,10500,9574,0,5652,5776,8194,8304,10464,8202,5968,6348,4934,6374,7598
2021-11-02T19:30,15588,23427,23940,40374,29655,33633,17505,30654,31635,21168,44937,25002,39501,15984,35901,27801,43749,42003,38088,36090,26748,41247,45603,44955,36072,31779,19719,25290,26568,39051
2021-11-02T19:35,5660,5056,4980,9578,10074,10584,4306,3512,7582,6716,7384,4970,10774,7672,9244,8424,8178,7598,6970,7814,5492,9448,8162,10078,4320,6426,4228,5950,7074,6760
2021-11-02T19:40,2595,1977,3832,6737,4920,4524,2374,2395,3723,2957,5050,4572,3981,3382,3124,3860,6280,4846,3856,3757,4276,3764,4026,0,2382,2706,1116,4211,2767,3294
2021-11-02T19:45,2914,2899,3132,6263,4842,3998,2425,3391,3221,3075,4080,3116,3031,2885,2975,3807,5445,5220,4928,2936,3271,4983,3819,5683,4151,2376,2431,2860,2562,3619
2021-11-02T19:50,17864,14664,22816,43712,34704,42584,22336,22056,29048,25208,41920,30368,35008,18888,20840,30160,41888,41544,25808,18536,20512,37928,31808,40088,26120,20960,17544,23008,21792,30928
2021-11-02T19:55,13941,24300,19764,50400,33444,33912,32067,20340,42282,34425,35595,35784,38475,22860,21267,46746,72621,38421,39384,40050,27279,39267,44712,58194,23760,26064,21771,25029,28584,37386
2021-11-02T20:00,4030,4940,6222,11516,7436,8012,5776,6250,9234,7140,7778,8246,10312,6156,6640,9112,11214,10472,5590,7730,7230,7734,10528,12454,6340,0,4822,6112,6960,8978
2021-11-02T20:05,23096,10688,20912,47184,28816,40584,21032,22008,19808,29280,37568,26352,38992,23568,27992,36600,53624,44192,36056,24856,23960,34576,39136,52056,23104,24592,11912,30984,29160,17016
2021-11-02T20:10,28944,22680,23094,34704,43605,44802,17226,24732,42813,36756,34488,53163,40077,25524,39276,51453,52830,46296,41544,26523,35811,37764,38349,56583,23580,30834,24318,30807,39069,34254
2021-11-02T20:15,21850,29140,24140,43080,50670,38760,30150,31140,30970,26610,41400,40520,41730,31690,33680,42320,56310,49280,40970,34830,38210,51720,59600,51540,29750,11150,10330,18710,21300,24960
2021-11-02T20:20,22203,19143,16983,46962,42372,35244,20340,25281,36162,29142,38124,32859,32760,22356,37908,41787,58086,40266,38430,18981,25758,35640,27297,48150,31842,18117,21114,24192,20169,21933
2021-11-02T20:25,12636,18480,18750,34566,23226,22554,9642,16656,13926,20340,28176,25764,28434,19620,0,20040,28506,23388,28278,20928,16206,26286,30792,20676,22074,17376,8628,14880,26532,16866
2021-11-02T20:30,3411,2519,3729,3680,5288,2027,2312,2810,3341,3030,4669,3840,4884,2779,3703,6272,4862,4031,3109,2658,2529,3720,5326,5156,4804,2059,1416,3696,3211,3758
2021-11-02T20:35,27711,15408,28233,52146,31086,33246,20781,19620,37449,31752,32004,37251,35658,25011,24345,46890,52533,45432,25713,44631,28845,36567,44388,40599,31428,19251,22815,22743,30924,37791
2021-11-02T20:40,16370,13590,20580,27150,15820,17040,11725,14785,10965,18645,18900,11290,15935,12680,19920,16555,28405,18320,14615,9470,17000,17825,21870,22985,21960,14560,15165,14790,12805,24680
2021-11-02T20:45,23480,15272,21216,44960,38352,37688,24608,21912,21488,33664,42128,34128,40088,24336,22096,43320,41416,26560,29624,29656,29400,32040,41288,40744,31792,28072,14328,21064,27368,19328
2021-11-02T20:50,2754,2140,2614,5156,3704,4040,2686,2385,4199,4693,4385,2608,3167,2655,2939,4335,6452,4944,4323,2953,3937,4389,2680,6409,4644,2322,2522,3352,3218,3244
2021-11-02T20:55,25398,19656,27567,37980,45603,32805,23031,21825,26478,40140,40374,40977,35649,26001,33912,38574,56925,32688,30573,28818,28494,50688,40185,40941,23508,21159,14013,20565,51849,29160
2021-11-02T21:00,27099,22437,22725,43641,52974,20340,16443,26460,28899,28206,45063,29529,37926,25137,33606,42849,40671,39546,37170,38178,26631,43650,34029,32670,31338,13023,25659,32247,30168,24552
2021-11-02T21:05,14868,14308,16632,51415,31472,33173,22001,13524,25963,18172,26614,27027,22323,19747,32921,32634,38101,31759,30443,24626,24563,31731,34958,25893,27804,22729,17220,16856,22407,24339
2021-11-02T21:10,2914,1633,3554,5345,5268,4653,1495,3490,4015,3680,2626,0,3200,2923,3157,4902,6026,5006,3956,3838,2896,3699,5637,4573,3829,3259,3533,2668,4556,3034
2021-11-02T21:15,14610,20274,19014,32286,26910,26052,14136,14706,29370,25290,29082,25368,26538,21450,26676,27630,31770,27312,24210,22032,15612,29622,28086,30228,23202,11004,16938,17730,25176,24342
2021-11-02T21:20,23751,14832,21042,45684,41598,39060,16740,30348,25299,23724,50319,32238,33651,24237,30348,45351,45396,27756,26586,28575,28746,43164,48249,50652,32058,27405,21123,0,35037,25101
2021-11-02T21:25,24952,21048,21600,37960,31064,30104,21288,18464,27480,28208,36296,31240,32032,30560,21968,33560,26896,40256,29672,28384,22656,33408,35264,41616,27424,23808,27240,20064,34536,32032
2021-11-02T21:30,3507,2140,3932,4883,5884,3914,2072,2104,3572,3355,3909,4378,5229,3177,4124,5039,6136,4934,3921,4878,1613,5002,4142,4675,3854,1605,3338,3472,3183,3334
2021-11-02T21:35,15216,17872,0,37264,33016,37072,19288,27160,27520,28752,30936,35416,35960,21520,25976,37648,27792,29496,32584,30824,38048,21456,33040,42144,27224,14960,21376,25312,26272,30616
2021-11-02T21:40,2109,1987,3237,4154,2766,4195,1940,1783,4790,4580,4000,3286,2920,3630,3965,5199,4793,4189,2640,3565,3747,4982,4535,5717,3242,3149,1803,4068,4421,2340
2021-11-02T21:45,2707,2190,2240,5481,4139,3310,2166,1926,4492,3317,4242,4440,4128,3394,3439,3521,5507,2884,4709,2736,3387,4234,5331,3440,3140,2835,1894,4048,4211,2964
2021-11-02T21:50,5182,5590,7684,9544,7990,7258,4352,3524,6830,5432,3440,6350,12710,7584,6618,9624,9284,8504,7984,7150,6738,8366,10952,10480,6008,4846,4456,0,6272,8106
2021-11-02T21:55,18090,28872,33462,44217,34119,29412,31824,30384,27873,36072,45180,37737,29943,25056,28422,42507,38079,33075,36009,30654,28008,31905,41751,45216,32742,32508,15219,32643,32733,33444
2021-11-02T22:00,1218,2052,3530,5281,5041,4571,2540,2717,3151,3687,4294,3974,3800,2760,1317,3145,6048,4482,3163,4228,2931,3808,3992,5750,4027,3838,1560,4067,3127,5046
2021-11-02T22:05,19817,10073,25872,35245,30954,34545,11326,21042,27510,25193,27643,29183,29841,19999,28721,38850,56014,37219,24192,27559,16618,19761,33558,37793,15666,26019,13986,9933,22736,20993
2021-11-02T22:10,27441,16047,36549,49869,30816,50121,26865,22491,37827,46026,28008,45441,45513,34686,15885,39816,47790,29727,41202,20268,40734,29862,49563,36477,27918,27333,23031,32805,38817,35937
2021-11-02T22:15,12435,7870,13220,27110,23125,16850,11005,12040,19395,14545,21670,22765,16140,15420,13745,19690,21540,21410,20725,17585,14265,21555,23015,31695,16620,16965,10290,18450,11630,19720
2021-11-02T22:20,5074,4026,5056,6808,9128,9758,4868,4922,7352,5628,9324,9948,6926,6468,5522,9360,12290,10934,8522,9796,6718,6432,9646,10948,4622,4366,2140,0,8904,6462
2021-11-02T22:25,19860,33780,29530,49740,50550,45520,24580,27800,44090,33020,45250,50040,42060,37050,30490,35960,44460,23950,24030,23410,36070,46460,41460,56310,17980,29210,20210,42410,47280,31900
2021-11-02T22:30,7728,8487,9258,20175,12723,12183,7224,8100,10818,13311,14226,10599,10575,8883,7683,15657,15780,14766,13284,7113,11067,15099,0,17448,10026,8067,8211,3486,9462,10215
2021-11-02T22:35,5824,2126,5236,9370,8622,6456,3312,3330,7506,5110,6482,6502,7836,7820,7090,9916,12030,7858,7780,7216,9154,10982,11484,8990,7180,5880,3706,5712,7328,6918
2021-11-02T22:40,9625,13320,14985,21485,21980,21375,0,20270,21385,18210,19110,22910,24685,16205,17335,23835,33360,20330,21055,20160,22545,21620,23370,20330,14955,14435,4180,13290,16850,17480
2021-11-02T22:45,7929,6681,0,15906,14088,15693,9450,4860,14187,10779,11037,8454,14913,7155,7914,9174,17817,14040,13413,13170,9288,12384,13356,10524,11826,9681,8064,9531,10620,13491
2021-11-02T22:50,14752,19456,22184,35584,34440,30352,22784,20000,24144,13384,30712,28840,38552,18816,33112,32848,35032,34144,33312,25816,20192,41080,34888,36728,26544,26728,21752,24776,24776,23816
2021-11-02T22:55,20574,27639,20898,54594,35325,36432,17865,16488,34380,28872,33903,37971,30564,18801,23850,30195,34893,38034,38259,35676,31824,47709,50031,33417,23598,24318,23184,31392,27081,27576
2021-11-02T23:00,7024,9876,12000,21572,18396,15312,8556,12256,13432,12128,16180,19804,18008,15820,13252,0,22688,20620,12844,14744,10664,19512,10524,14980,15748,10000,8880,13764,10312,14944
2021-11-02T23:05,24810,19850,25200,49500,46550,41720,22160,25990,30390,20110,35770,44700,41960,20470,42900,56300,47900,31710,35340,38850,39850,49170,49780,43810,34020,31220,21710,20940,34320,47020
2021-11-02T23:10,17969,18998,29995,24374,33579,26397,13720,25676,20300,18032,29491,27132,33936,20804,33145,0,47166,32018,26600,26362,23569,32914,38444,39228,23954,16107,12782,23744,24472,21903
2021-11-02T23:15,23472,15000,20160,53608,36800,27288,19928,25752,40160,31392,38192,32272,28296,22728,26808,24456,36016,29280,38928,19648,20528,34248,31016,44024,23744,27608,18568,19584,34168,33624
2021-11-02T23:20,22266,12528,36504,58518,40212,25623,17334,25578,29340,20898,40338,31608,52263,28872,25299,44451,50670,45099,35127,36549,29268,32049,45954,53766,43470,23463,24210,25083,27252,29835
2021-11-02T23:25,12285,13280,11270,25535,22625,21855,12975,14375,17165,19595,21075,20045,25315,14210,14975,16365,21115,22135,15725,11615,9235,22425,22040,31145,16525,0,7365,19905,14565,18050
2021-11-02T23:30,12636,13068,17196,33738,19842,19608,15288,11622,22308,19200,33240,22842,23016,15012,17178,35298,22806,24414,17352,20886,22620,28014,18780,31680,22974,20442,14910,11316,25698,22686
2021-11-02T23:35,14283,6063,9435,18327,10515,13989,8556,12054,8742,8385,11754,12468,12507,7560,8751,7230,14559,13053,10017,12123,8430,17349,12981,14673,10374,8013,7803,11265,8001,13779
2021-11-02T23:40,23331,14826,14938,37842,24248,35882,15218,20258,21147,25298,27181,28644,25305,28014,23968,24465,31255,28175,29883,25564,20412,27069,38122,51184,26845,19117,15659,15442,24402,30058
2021-11-02T23:45,13068,0,22590,42849,29817,0,21924,28143,33030,29295,37332,41526,44685,27810,20988,40446,37701,38592,28350,35712,29565,35973,42282,46359,39240,22599,27207,31608,32490,25227
2021-11-02T23:50,13674,16614,14760,30078,25728,29004,13596,17580,27798,25272,26892,22638,34290,21780,27396,24582,29358,23760,21540,17682,16284,32346,32748,30330,28632,12072,11682,14088,17010,14076
2021-11-02T23:55,24448,20080,21504,36088,32616,24248,24872,15536,37496,28216,47064,36400,41856,24872,21304,43128,49976,40616,33968,27296,29800,36712,41056,35088,41584,13816,18384,26672,18904,33688
2021-11-03T00:00,21128,13584,16824,41368,22176,34224,16584,25048,38624,22136,38848,20424,31568,27224,27216,42144,37496,29056,23936,20296,25248,25528,37512,36808,18816,18328,27808,17896,23776,21856
2021-11-03T00:05,17340,9665,16695,31005,20775,14585,7180,15020,14420,16565,28535,18025,19900,19285,18200,24180,25770,24595,14350,17415,20760,20520,20405,29875,19775,9825,7940,12345,18110,21170
2021-11-03T00:10,25544,18760,21736,43232,41432,24080,12112,15976,28048,27040,29688,31752,33168,28216,29824,0,29512,24488,19728,31312,31968,34184,36016,40256,37184,23256,12248,27984,27304,23320
2021-11-03T00:15,35559,25569,26919,55161,30906,39132,28674,24498,36909,22383,43524,48852,42714,32049,44442,36531,51849,40383,27414,37584,25605,41634,36567,44226,35019,28611,23850,30186,42732,36522
2021-11-03T00:20,24975,20493,39510,47052,39735,35532,5517,18792,26433,25902,35748,34371,39699,33993,31824,47745,43155,49023,49284,32724,26424,46548,54225,38619,28854,20790,23292,31716,39420,32418
2021-11-03T00:25,18767,12278,24066,30114,30660,30240,13314,18914,26264,27307,25942,22260,37779,32571,25543,35693,36953,27097,28756,14238,21238,40691,36806,24696,32655,20300,14770,21091,28231,28868
2021-11-03T00:30,21856,15664,18616,35088,42952,38872,15296,22424,31960,29720,32920,25480,37904,15000,29448,29688,47336,40920,39608,31528,22600,27760,41104,57456,30112,21816,17576,22608,23024,28816
2021-11-03T00:35,9350,8900,14995,22525,17340,20725,13645,15540,20005,17040,23665,19580,20755,11315,13105,20830,26470,20580,24885,22220,11510,21610,22815,20905,19895,9840,9545,13785,15770,10975
2021-11-03T00:40,2194,2541,2465,5101,4545,4865,2965,2497,4366,3081,4274,4643,4820,2792,3741,4501,3845,3853,3334,3321,3050,5097,5944,5558,4188,3628,1480,2817,4087,3703
2021-11-03T00:45,11255,11100,17180,19380,29875,15600,15425,12200,14895,16700,20130,20720,20910,15700,19005,22495,19180,19355,19675,19850,12450,18660,20620,30325,18865,14300,12095,20285,14155,14230
2021-11-03T00:50,27648,18648,27396,34758,36558,34002,0,28179,34578,26118,40266,36648,46494,29358,31356,33849,64269,41436,33399,24165,34758,44712,43641,35802,36315,22599,21339,42354,30024,35388
2021-11-03T00:55,14497,10388,24738,43092,28833,25704,13335,14000,22631,29288,31045,21973,32627,21175,24052,22260,39228,37198,32179,26642,20811,31556,36848,49952,28861,9415,16758,16891,18837,25438
2021-11-03T01:00,4536,5514,5904,11668,6518,7844,5006,5204,8154,8156,7734,6650,8934,7342,8504,11378,7204,10436,7070,6030,6720,10332,9286,11518,9658,5262,4172,5792,6710,7632
2021-11-03T01:05,2573,2118,3071,5028,4814,4395,1996,2708,2913,2796,4579,4260,3136,3627,3768,5387,4796,4216,3817,2938,3362,4631,5364,4146,4487,2893,2445,4756,2807,4259
2021-11-03T01:10,2257,3443,3390,5243,3446,4960,2664,2482,4034,2225,2891,4856,4465,3272,2760,3645,4449,4959,3637,3431,2887,5810,5059,4314,3138,2450,1622,2747,3786,3158
2021-11-03T01:15,17368,15664,27736,42712,33312,32720,17136,22328,0,31296,24080,0,41040,27744,28272,35104,51248,28520,39688,24296,26328,39400,39672,54952,30512,17344,14896,21912,23104,31416
2021-11-03T01:20,28368,15528,29136,34432,36784,26792,13592,23608,34640,18208,47608,21032,37072,26904,16336,29944,46464,38016,29152,32000,26776,41840,49104,45080,23680,33040,20728,29600,34464,24456
2021-11-03T01:25,20151,18819,26622,48195,36153,31941,18468,29124,37017,30960,33264,48177,31581,25389,26028,45315,56979,26487,33147,35874,39915,39672,45468,48897,30537,22131,16920,22734,41517,28557
2021-11-03T01:30,11404,5768,9968,24188,13860,22240,7272,9016,18792,12204,16012,16208,12612,17536,12512,22216,19464,18544,17244,17180,16692,15468,22496,26044,16108,12032,5776,7004,15536,0
2021-11-03T01:35,18072,15352,29912,35376,33392,36272,18040,12488,28248,39112,19664,25976,29544,29304,26328,44792,44112,31800,35544,20744,26472,29488,44848,38840,35136,24104,10888,23424,35056,30472
2021-11-03T01:40,15615,16227,23778,53154,38709,45945,26685,16101,23166,32832,33435,26604,40716,37260,29727,33669,54747,53001,25749,25128,37314,49401,58032,39348,40347,28062,20682,27603,23949,37152
2021-11-03T01:45,6080,4854,8312,10388,6666,7640,4116,3770,6002,8590,8686,9934,8722,5614,5708,8876,9952,11284,8846,6818,8148,9182,8550,9394,6586,6584,3566,5668,8214,6404
2021-11-03T01:50,21663,25650,29925,44181,49041,36900,15075,24219,42588,40284,45684,33480,36747,28044,35055,36837,47646,38088,39528,23238,28242,42966,41544,59724,40950,23157,28638,22311,43047,38538
2021-11-03T01:55,23310,19440,24561,58122,43848,38385,30582,29925,47943,32202,37557,42642,42471,30105,38268,54540,56790,39789,32670,28773,32805,31230,40545,33813,24786,20421,25812,36774,20619,30834
2021-11-03T02:00,18774,14850,19908,44406,36180,43956,17172,35082,22257,0,36882,21681,32895,29052,30627,35172,39771,51093,35019,32499,33273,45531,52425,49896,20079,13869,14922,32535,26082,19278
2021-11-03T02:05,3022,2526,3974,7214,4691,5565,2662,1918,4623,3804,4149,3963,4686,2418,2621,3166,5390,5108,2735,3965,3719,4860,4262,3532,3580,3413,2373,2484,3153,3756
2021-11-03T02:10,4972,3970,7042,12156,10456,8942,4040,7462,6378,5308,7334,7870,7550,7112,5260,10280,11446,10802,7830,6696,7376,8016,8866,7486,7558,6078,3488,8014,6552,8972
2021-11-03T02:15,19683,21726,24993,44514,49203,42876,13347,25992,26289,32355,55647,35532,40491,28863,31536,39294,27234,32427,33561,42867,37692,44100,45297,53298,32643,29664,22914,25713,34605,26613
2021-11-03T02:20,15710,14150,27810,38390,43370,55520,23970,21320,44660,34340,50110,24240,31350,33530,45270,46710,52410,33470,23050,36800,29250,39420,51970,53850,25490,0,20560,23260,39770,43340
2021-11-03T02:25,25704,17802,23526,58545,35991,42723,32148,29664,33615,20781,49653,41121,42651,31113,44478,41355,57393,52614,29844,35496,19314,33471,47025,51048,20538,20160,16767,29277,31878,31995
2021-11-03T02:30,13560,18780,22590,26220,21858,24372,15888,12384,18750,20472,22146,24858,25044,20322,21366,28002,31986,23988,22530,20688,21630,28848,31656,34134,16434,13302,8496,26940,22686,19560
2021-11-03T02:35,2106,2830,1495,4415,4878,2682,2203,2589,2836,2711,2860,3871,4912,2665,4192,4186,5551,4883,4728,2846,3702,5113,4655,6218,3302,3436,1318,2443,4295,3830
2021-11-03T02:40,13188,14490,28210,38549,34216,23765,18123,12201,30569,21910,39739,28581,20258,28301,15624,26075,29330,33971,17668,21875,24871,28658,29519,31052,25361,24367,13727,14182,16366,24157
2021-11-03T02:45,19336,16744,23464,45616,26552,31832,27528,20888,21312,25488,27248,32752,34640,42288,27608,39440,38712,31144,33848,25184,17496,32392,32216,36400,28832,21648,19512,25768,26968,24936
2021-11-03T02:50,18054,21564,28863,48528,41787,33804,17424,27846,50877,32859,48177,40239,41067,31995,18072,37827,39501,36990,27162,26937,24291,28179,40194,51093,36954,14985,23310,44397,21564,34038
2021-11-03T02:55,27504,21573,26280,44352,41553,36567,18774,23319,25983,27873,42876,54306,45018,30888,23742,33336,50751,35757,41751,39609,25182,50364,53127,39375,24624,30861,27729,23868,30708,30672
2021-11-03T03:00,20811,12656,18907,40481,31997,26586,14917,13650,21945,27041,28721,27489,37905,25277,21546,22876,34230,26663,20769,22960,28455,35119,37884,38451,29211,23121,12075,14560,26572,26222
2021-11-03T03:05,5967,0,11106,16623,12636,13647,7056,11187,10263,6336,10131,13158,12771,5994,7362,11958,13311,16704,12783,9087,9567,12786,12270,14043,13023,11709,9123,12087,12894,12276
2021-11-03T03:10,25440,29100,27940,62600,41160,34570,17010,20430,52310,29620,48350,34000,50450,28060,35280,40350,49800,47660,32130,41230,24080,50360,36030,41910,31350,31600,22120,20090,15460,39320
2021-11-03T03:15,1437,2693,1702,4432,5193,3683,2107,2418,3197,3638,4093,5122,5187,2994,3651,4178,4858,5560,4053,4342,4740,5161,3899,4495,3379,1610,1622,4077,4210,4312
2021-11-03T03:20,11760,20643,24486,32291,35623,35287,10185,19551,32606,33677,29302,29498,24577,23576,23716,33558,41461,40922,26936,20566,20244,27874,34853,42259,22533,16023,19229,24850,18543,25697
2021-11-03T03:25,22170,13080,23010,37902,30006,28446,14760,18156,23856,22764,30474,20562,25008,18270,22548,16302,33894,30894,26682,20448,21420,34716,22518,31506,20622,16782,11346,28956,25722,22776
2021-11-03T03:30,2860,2385,3731,5677,5156,4013,3175,2792,3366,3804,3398,4011,3600,5071,3306,5579,4382,4788,4019,2587,3136,4700,3938,5653,3706,3283,2217,3034,2893,4224
2021-11-03T03:35,17700,29870,43100,53340,37770,40960,18020,22060,40000,44030,46020,40490,46930,31390,33320,42940,47500,35830,21960,35620,28600,35260,52710,64510,26290,31320,12370,26560,35630,31820
2021-11-03T03:40,27648,17829,29637,39087,42093,34857,24597,6876,27693,40464,31824,43290,47304,23085,32256,41895,53190,46269,28728,36927,36576,38052,41850,49131,23337,24921,24867,32562,20898,38124
2021-11-03T03:45,3394,4066,7538,10624,8948,8088,5282,4356,4774,7502,7864,7082,8592,5592,4118,8342,9326,9256,8866,5360,8840,8822,7828,12654,5820,5376,6684,4184,6730,9208
2021-11-03T03:50,17688,24672,30632,41576,31912,22480,22864,21128,32752,25992,34968,31368,40248,20824,23016,33608,39072,37312,33128,27776,30272,42768,45632,44104,24880,9720,10064,23408,25912,30824
2021-11-03T03:55,3810,5650,7330,10422,8190,10998,6506,4926,4324,7448,8144,9828,7580,5958,5672,11716,9850,9186,6954,6322,8480,9714,7970,10534,8452,3898,3866,5258,8098,6322
2021-11-03T04:00,23080,26112,31648,42872,30736,35848,9152,23560,32280,29776,42224,22952,36488,19744,27232,28488,41144,31216,0,33320,32888,39984,36712,22400,20728,18832,14176,17672,29632,25704
2021-11-03T04:05,2419,1864,2955,5917,3424,3751,3038,2206,3317,2514,4802,3986,3843,4728,3549,4261,5189,4167,3486,3496,3229,2919,4995,5548,4271,3425,2497,3231,3066,3827
2021-11-03T04:10,2956,2449,2092,5064,3532,4578,2866,2430,4123,3496,2954,4592,4783,2961,5341,4731,4639,4234,3249,4317,3391,5131,4897,5130,3872,4478,1539,2887,4014,2383
2021-11-03T04:15,2161,2167,3290,5424,4141,3308,1393,3181,3574,3509,4134,4303,4926,3174,2794,4570,5981,3622,4166,2131,4300,4429,4759,5716,3381,2391,1959,3218,3469,3319
2021-11-03T04:20,16440,20904,29624,38464,36296,35832,21984,20472,35592,25712,35512,34696,36736,23752,36456,45344,44144,39680,38216,29448,27184,32864,38240,51376,30528,17616,19624,37992,29992,26728
2021-11-03T04:25,13770,22167,28998,55422,48519,26298,21609,25929,22275,38223,39051,30807,42534,30249,34272,35235,37620,26406,38511,24822,27828,50562,38178,39177,30582,28998,16632,33714,42444,17442
2021-11-03T04:30,14185,11920,16880,30445,19535,16925,19485,15750,17165,12580,23580,14715,19760,12585,19915,17260,28445,19010,23065,18850,22405,24370,22330,27885,11215,13450,8510,12685,18940,12340
2021-11-03T04:35,30430,27450,26300,66430,42160,40000,12020,28040,38110,34530,35460,37440,44870,37530,39420,36080,49340,33030,31500,35880,40820,50870,56560,57110,29100,31770,35450,22600,25590,48480
2021-11-03T04:40,2179,1828,4154,5905,4363,3994,2646,2385,3876,4199,4807,4634,3500,2945,3926,3951,4268,4486,3217,2587,3158,3424,5311,5709,3161,3053,2159,2598,3137,3086
2021-11-03T04:45,14016,14160,33416,52712,47128,36392,15480,24032,26808,16360,44152,42808,34160,24744,27328,40376,39728,32776,20896,24224,23024,40520,32856,40424,30472,19888,12248,31600,22232,27128
2021-11-03T04:50,3244,4638,6874,10236,9110,8346,6080,3546,6742,7964,9540,7960,6448,6116,4108,8092,11030,11194,7232,5900,6808,6950,10186,12230,8594,6212,3862,3182,4532,7864
2021-11-03T04:55,2657,2293,2971,5579,3813,3723,2214,2839,4221,3873,4915,3469,5976,3526,3325,5463,3917,5208,3018,3281,3551,3962,4340,6463,2534,4059,1837,3345,3797,2316
2021-11-03T05:00,5936,3014,4392,10976,8024,5910,6526,5436,8352,6914,7996,7908,10594,6596,6420,9506,13558,8716,9920,9386,6668,9246,11528,8374,4782,5388,5808,6562,6438,9036
2021-11-03T05:05,12418,11998,19530,46830,37044,41104,15337,12782,20874,17661,24955,22071,23842,25046,21994,29246,39053,33698,14833,28504,16324,33824,33796,43554,25879,15337,16821,29687,25375,17745
