mtime,AO,BQ,BU,C,CR,DO,DU,HW,IL,LP,LQ,NR,QS,SZ,WX
2021-11-02T08:35,8599025,8152937,7949306,9079438,8224328,10050533,9007828,5690786,7779592,6332917,6299695,7201710,10287159,7699169,9817341
2021-11-02T08:40,8241713,8790606,7580012,6455779,9725616,8262590,10359939,7086803,8326631,7388828,9193379,6341098,8220702,9328050,6568757
2021-11-02T08:45,8534515,9028761,6961786,5117999,7718836,7323076,7616229,7662331,7567029,6319996,8675786,8541385,7524562,7880987,8342171
2021-11-02T08:50,7381088,8543031,8311724,9001836,6951122,7650596,9359815,8598986,7340816,7909894,7572689,6896203,7084482,7676951,7407362
2021-11-02T08:55,7870060,7090883,7791588,8460850,5967002,8030086,7774077,7289277,6339647,6308248,8038462,7700839,7379843,8068722,9684550
2021-11-02T09:00,8502553,8633092,6737184,10036995,9745974,6408361,8001408,10364697,9326829,8457829,9094683,7982201,7784865,7396228,8548339
2021-11-02T09:05,8080967,8230656,8434645,8098408,7562420,10552263,7226154,7165229,8672970,6521129,6215389,8861971,7707843,8050928,8934062
2021-11-02T09:10,8009764,7335027,9624339,8383548,8481738,8609441,8966190,8122255,6270768,7988224,7899376,7495351,9307043,8203522,7042153
2021-11-02T09:15,8774499,7955288,6877704,8567504,8563961,7678559,8196641,7404973,8168045,9259550,7966715,5988123,8428319,6215651,6760859
2021-11-02T09:20,8896350,7990690,7077427,7632774,7819968,7510303,9044158,8465808,8620217,9636360,7203645,8080362,8291216,6497716,7555765
2021-11-02T09:25,7247984,9718603,7848066,8151196,8208972,7833695,9558216,8154341,8473057,8078370,8189208,9774101,9969124,6248605,8046911
2021-11-02T09:30,7864339,7732384,8360507,9227426,8204154,8782210,9389483,6104615,6699689,7892355,9367438,7019771,7630304,7213357,7731340
2021-11-02T09:35,8144993,8800681,6657226,9087202,8925172,6583683,8207706,8254470,8386489,8954087,9746066,8892547,8121907,7582437,9104835
2021-11-02T09:40,6893764,7603180,7817875,7547864,7359281,8848745,9004683,7473611,7340592,10837854,6817903,9575364,10145904,8219815,7914484
2021-11-02T09:45,7999347,7879888,8339622,7771257,8042284,8601768,7483410,7725487,7362126,9016823,7634933,6785506,8993340,8588440,8934093
2021-11-02T09:50,8728052,7529364,9667730,9571783,9172677,8286774,9097131,9521564,8572226,7517478,8349379,8959963,5752718,7372854,7298570
2021-11-02T09:55,8051251,8313099,9395305,6848481,6902388,8346887,5983360,9144526,9656185,9461026,6773530,6653916,7582671,7873774,9611034
2021-11-02T10:00,9504209,8684075,9713803,9420190,6524778,7617047,8784439,8829818,8033300,6102363,7429113,8407174,7158893,9658752,8101955
2021-11-02T10:05,8797762,8995434,8096838,8545267,7759402,7569113,9711486,9064063,7407986,7209373,8075752,8147260,8484277,8105700,8779279
2021-11-02T10:10,8887819,7587459,10377942,8724984,7268970,9056978,7178534,7442435,7487081,8573709,9219695,8567807,7736677,8482736,8827064
2021-11-02T10:15,8720780,7521753,7307573,8311046,6817627,10896154,7860605,8340976,7665558,7479898,7638842,7028246,7845051,9141428,8328887
2021-11-02T10:20,7874857,8278907,6965356,9309939,9424806,8778701,8378774,7497179,6869072,6653559,8634399,9032881,7438667,7343232,8083479
2021-11-02T10:25,9499531,8108968,9262386,7643305,8791913,8438594,8046124,10006651,7986429,7775484,8034406,9233551,8740393,6361644,6183501
2021-11-02T10:30,8910401,6729488,6523217,8381547,7046982,7597429,7225516,8023716,7081017,8572381,8413800,8385618,8014118,7591942,8333282
2021-11-02T10:35,9297911,8264938,7832866,8890310,9067241,7877693,8113237,8429571,8505903,8979262,10846447,7874365,8222889,5991697,7987600
2021-11-02T10:40,7188255,7390015,10894732,5860941,6598896,9387162,6106200,9066050,6967689,7251702,7923867,8285700,8504551,9035762,6203445
2021-11-02T10:45,7857715,7263291,8429732,7667934,9276913,8881636,7328356,6186937,8549372,9645653,7047532,9935664,7211072,8957384,8343447
2021-11-02T10:50,7763606,7771175,6511891,9065734,8377750,6349736,7008045,8075937,8136159,7329256,7005318,7584774,7852380,9958009,8851820
2021-11-02T10:55,8411268,9952696,6983829,7073998,7924361,6673555,6810007,9285814,7970721,8557738,6298745,6683579,7108304,7704853,8796947
2021-11-02T11:00,6845023,8589029,6750945,7946648,7769463,8295416,9203283,8539465,7471410,9916195,8391064,8020667,7941125,6340477,7139322
2021-11-02T11:05,6712066,7392619,7628951,8379517,7182524,8958891,8943936,7766375,8127761,9887755,9667962,7708552,8374481,7404010,7690814
2021-11-02T11:10,10583601,7128707,8439166,7314554,8878594,7908904,6926786,9293099,7735479,7006019,6091581,7584838,8093504,11088386,6989756
2021-11-02T11:15,8266873,8119437,7947382,10203555,7068758,12663816,8747450,8791785,6538718,7799239,7889946,8683913,7931361,7843864,9717612
2021-11-02T11:20,8088224,7517471,7960943,10319509,8716650,9283582,7746728,7566296,8351432,7212913,8907697,8833900,9102276,9425284,8165162
2021-11-02T11:25,9251870,6161683,7678743,7805980,7052764,7906429,6719899,9653447,8051794,7218010,9000412,7638456,8429257,9167028,7977302
2021-11-02T11:30,8079229,9383217,7956887,10528205,7185611,8155515,8284636,8289943,8738901,6568902,6948627,8304728,10180424,9297406,7340304
2021-11-02T11:35,7339949,8716329,8367075,8839835,9198935,9998260,9853636,9019265,7769100,7730981,6022349,9446536,6939192,7180236,7084076
2021-11-02T11:40,7948922,6211942,6989707,8054207,6541537,8832010,8464174,8936403,7362079,8146645,7489393,6686591,8179963,8213332,7522292
2021-11-02T11:45,8939312,8010605,9234551,8956040,7876611,6814139,6217183,9793268,9507138,9482442,8432858,7878647,8710590,6833903,8611382
2021-11-02T11:50,8850156,7925689,8633027,8408321,7300216,6940406,5927351,9764605,8960378,7496651,8481876,8311307,9026831,6888339,7212829
2021-11-02T11:55,8778318,9110557,8167945,7777970,5493494,7288696,9820487,7864442,6930768,7960340,8899824,9832651,7841129,7543371,8522915
2021-11-02T12:00,7819287,10042294,8386508,8084216,7743587,6454867,6190694,7880152,5885626,7686871,8029543,9046414,8700879,9002479,8606856
2021-11-02T12:05,8114098,7408488,8593370,7890049,7161334,6450872,8566179,9040657,9951854,8024235,7754479,8919445,7471845,7127706,8042730
2021-11-02T12:10,8708384,6825240,9009526,6787114,8928697,8181755,9468990,9370526,8859330,7268646,8503807,9773732,7958932,7524480,7207235
2021-11-02T12:15,8616396,6397327,8832145,8444570,8850451,8702784,7978808,8706876,11086358,8212934,8758789,8630888,8217324,5867188,9923464
2021-11-02T12:20,8154317,8365935,6023597,7365136,5845554,9214994,7663252,6878030,6739986,7564454,7330821,6653134,8971701,9312489,7351038
2021-11-02T12:25,8070806,8676469,9617831,8497916,8344647,8061560,8468342,8799969,8606043,7248414,6825243,7122434,7409374,8800545,8671284
2021-11-02T12:30,7003853,8789576,7500899,8588260,10124687,6958771,8781489,8309259,6900138,8057735,8909621,9838932,9373954,7533969,6773796
2021-11-02T12:35,7076199,7318810,9377584,5441236,8521757,7176246,9011110,8111680,9342941,10283533,5842209,8552833,6715154,7031674,6976754
2021-11-02T12:40,8275310,6624412,6735654,8806475,8259760,6661849,8542565,9884333,7682646,7374319,9372267,7818234,6595238,8341447,7935082
2021-11-02T12:45,7139509,8955730,7737232,8446139,9443400,8504642,8689701,6642819,7909901,8147274,8553305,7307012,8793502,8574058,8451670
2021-11-02T12:50,9070939,6939395,10782108,6979258,8244949,7635140,7701873,5606626,8843059,8964939,6674493,8223293,8586702,7960935,7280337
2021-11-02T12:55,7495965,7684398,7170531,6827985,6763159,9612673,7906574,7949971,9226916,8664429,9567284,7951707,10392066,9115713,7014354
2021-11-02T13:00,8459567,7326813,9454689,7087611,9581695,7348376,7941072,5358239,10790957,9283751,8410224,8354456,6337301,8670045,8760578
2021-11-02T13:05,7650980,7961107,7545673,8802602,8373065,7950777,6042866,7263893,8927103,7978634,8049256,7721294,7231974,10081575,8266331
2021-11-02T13:10,7082072,8659380,6717529,7641398,8875977,6972065,8329287,7548299,7480957,7174911,8315813,8644694,7186613,9362977,6663328
2021-11-02T13:15,6741677,8853205,9516213,5742837,9853184,6871426,5339067,8871807,8254374,8099072,7210241,8343236,7246193,10499518,6646344
2021-11-02T13:20,6779980,7812219,6985290,8266800,7525697,7310398,10465698,8651547,7930741,8138315,8315538,6451622,7978157,6877253,8089916
2021-11-02T13:25,7812039,9613087,7992230,8197126,7559525,9502713,6315248,9516853,8506142,6995738,7587465,8410381,7248986,7522707,7292146
2021-11-02T13:30,6547433,7363245,8567108,7646251,8135676,7532500,7964938,6578498,8639367,6213246,7854377,8108203,6836674,8502062,8595717
2021-11-02T13:35,7084214,8500021,10178704,7754771,5574033,8118026,7915844,6901142,8129077,6777405,8660789,9303964,7479465,8036361,7769972
2021-11-02T13:40,9234412,6814593,8842310,6593331,10031417,8129452,9084748,8327226,7485736,8850905,10367675,8327869,6429608,7578780,9284952
2021-11-02T13:45,8407411,6391516,9223560,6543613,7370409,7316699,7567881,8246761,9238408,6492431,10064970,8189758,9106765,7861567,8889647
2021-11-02T13:50,8754692,7383651,6625204,9131697,8989786,8976615,8981396,8071108,7550496,6701710,7764339,7254382,7072615,6176829,8609560
2021-11-02T13:55,8414574,9566444,8897392,7538758,7020584,8215949,5768525,8356227,8726375,9798428,9016766,10499986,9432031,7071091,9460986
2021-11-02T14:00,7590259,8241097,8249138,8414945,9490934,9106923,8503814,10451536,8462283,8740992,8652007,10112523,8585704,8911182,8632176
2021-11-02T14:05,9045844,10000472,7451253,8012834,7614779,8623931,8946588,8185002,6814600,9034469,8765674,8473760,9331486,8515790,7631373
2021-11-02T14:10,9689413,9877970,7979800,8245997,9029147,7579935,10275522,6568704,8002561,8191743,5868766,7707605,8408261,8084856,8132684
2021-11-02T14:15,7360313,6714475,8123408,8276639,7109445,5593126,7630711,8148436,9061301,8443361,9404203,8289769,8718401,6225193,8053528
2021-11-02T14:20,6569477,8985707,10026104,7986056,7691501,7977931,6051750,8393624,7447581,8829263,8639980,8991025,8633639,7494312,10028438
2021-11-02T14:25,7479201,9278390,7138840,7571469,7440526,6014889,6891695,7449207,8706462,7987279,7614018,5978089,9678414,7297345,9051344
2021-11-02T14:30,9214889,8112310,8204070,6714002,8304973,6385372,6978760,8956758,8513768,7880095,7017706,7229284,7641383,8118249,8012587
2021-11-02T14:35,8293360,9014527,7153836,7692528,6580954,7084073,7902281,8027447,9934888,9501124,7295747,8523249,7020003,9296803,9241290
2021-11-02T14:40,9491716,9474802,7540790,5820291,8019894,8271212,8413739,7660641,7318157,8444238,8145192,7435683,6615017,10287410,8086605
2021-11-02T14:45,7265198,8370443,7218351,9455595,6714006,7474138,7079206,8019494,8987600,10722333,9135397,9771542,7097416,9788120,9220713
2021-11-02T14:50,8326689,8894971,6925144,5348309,9205849,7169085,6788218,9009048,9959988,7839882,8319350,9457148,9094122,7697485,5532559
2021-11-02T14:55,7197147,6815559,10248134,8978715,8651775,8224097,7581587,7517127,8363286,9521286,6621692,9505080,7726689,8934085,8670477
2021-11-02T15:00,8374208,7514145,6393516,7647731,9285715,8091009,7623222,8661699,8474168,5866313,9535927,8339410,7671465,8284425,8755332
2021-11-02T15:05,7730186,9585541,8981459,9160647,6848948,5750980,6268003,7907082,5856588,6281797,8651481,7715361,7204603,8497979,9869875
2021-11-02T15:10,6091215,8462609,7644873,7123217,6258526,8361982,9060581,7431192,10221439,6732021,8464229,7365841,6088518,7342294,8370560
2021-11-02T15:15,9226614,9966084,8597854,8485387,8796944,7915085,8908694,9147116,6152889,6890666,8427961,8692206,7109670,8443155,8062758
2021-11-02T15:20,9009639,6970196,7251890,7597493,7731625,7794713,8343770,9357534,6184393,8155114,7386446,7368611,8041307,8567922,8928010
2021-11-02T15:25,8959200,8129661,9157318,8082262,8994800,9069728,7164001,8779723,7778925,9219055,8291563,6839323,6903021,7286273,8646213
2021-11-02T15:30,8096797,9623938,8337475,6549645,9430685,8522139,8568367,10854219,10717058,7828972,9733411,9133125,8963233,8164654,8173379
2021-11-02T15:35,8142921,8197878,10089099,5295078,7826009,7925700,7236129,8245975,7346477,7202228,9222404,7275680,8806659,8209119,8726438
2021-11-02T15:40,7481598,8216393,8946508,8002087,8445094,10597868,6666795,8405331,5765752,6604650,7979739,7812020,6667893,7168685,6256851
2021-11-02T15:45,8821492,10104058,6975086,9470647,8658373,7673640,7179855,9904619,9268729,8277470,7351408,7433140,8888174,8900515,9939337
2021-11-02T15:50,6049049,8277455,5991385,8838787,8498284,6786262,8255255,7600048,7511285,6795746,8270855,7721115,7634261,10045551,8021191
2021-11-02T15:55,8237044,9686639,9257947,9425238,8254624,7788716,8640353,7993908,10628393,9701539,8675017,7801013,9680431,9687380,9956188
2021-11-02T16:00,7777507,6543798,6941563,9642015,8263077,8199561,5815836,9380970,8700125,8253160,8237779,7970518,9290041,6505697,10278452
2021-11-02T16:05,6384859,9839539,8236636,7935358,7550077,7456184,8831877,7175592,6812930,8066388,9480727,7029298,7961828,8745899,7870632
2021-11-02T16:10,7560175,6322054,8618969,8851293,6691674,8048441,5523405,9565781,10919040,9335066,8787470,11423967,9795163,9834806,7908895
2021-11-02T16:15,9126869,10173029,6892529,6930962,7690683,6792635,9971963,5272228,9605249,7419802,8924084,7742979,8168130,7482937,9377457
2021-11-02T16:20,8981663,9459219,6860300,8119746,8474330,7680113,8074265,7791145,8002505,9844185,9531365,6288280,6705366,8597845,8884827
2021-11-02T16:25,8407277,8619977,8020203,6440744,10464821,8632563,7796977,8840675,7719543,8058574,10671493,8936079,9708302,9497261,10128514
2021-11-02T16:30,8695087,9097743,7294522,5717651,7491607,8851778,10250453,9519796,8425327,9990737,7669506,8725250,8774852,8096879,8202626
2021-11-02T16:35,6445540,6875235,10253990,6288605,11238000,10479198,9943941,9014802,5917639,9047589,7371218,6915098,7530597,7362579,8052532
2021-11-02T16:40,7856944,9401231,8054813,9041941,8780210,9111172,8442465,9010625,7738795,8689484,7613295,7067948,7665501,7809624,8081167
2021-11-02T16:45,7135667,8927931,9172791,7783143,8613056,10034845,9347022,6619543,8662867,7401440,7211059,7861004,9015645,7660728,8512424
2021-11-02T16:50,7965419,8483782,8856640,7919540,7854233,9380169,6852945,11237574,8659267,7307971,8172740,8629380,9404507,9331626,9454584
2021-11-02T16:55,5951340,7641516,9337061,6683576,7792108,9685617,8606157,7480316,8969487,8560027,8958465,9028011,7391358,8453034,10417192
2021-11-02T17:00,6454809,8126878,9708966,9230030,6558150,8820939,7987825,8289304,6640543,9827832,9296156,8121836,8628057,8037333,7271027
2021-11-02T17:05,7068932,7206746,8807716,8621814,8274016,7715900,8026907,8684704,7772147,8479808,7948339,9353622,8299203,8384343,11399601
2021-11-02T17:10,8862641,9221879,7229783,9440005,7856377,8409631,9966923,6940033,6763842,8022376,7371492,8922924,7957790,8359162,8412669
2021-11-02T17:15,7118314,9133404,8408519,8196896,8214205,8865008,6725197,9006353,6194735,8092905,6760437,9376087,8574992,6987203,7740864
2021-11-02T17:20,7636386,7053320,9561836,8468502,9852753,9257181,7909077,9930607,10822108,6869026,7359273,7730330,7624583,8779859,7454616
2021-11-02T17:25,7612362,9906294,9336707,9863620,11491130,9813592,9238089,8026481,9184287,8391399,9225108,9153689,9167806,6985637,7389961
2021-11-02T17:30,8874596,5973145,7534237,8868040,6718336,7375702,8969636,8309767,8827758,8159233,8037495,7246002,8928141,6857941,10076031
2021-11-02T17:35,6769445,7417771,6968364,8262883,8109712,8245982,7492176,8076115,7972162,9497658,8921681,8019881,9735890,8519048,8851046
2021-11-02T17:40,9223258,6703155,7998693,9264415,7367052,9966049,8457409,8592055,8714944,9418404,7757420,7471815,9318163,7519078,9168150
2021-11-02T17:45,7814867,9027696,9597532,7813147,7891145,8182743,7791762,7178436,7510599,8204537,7992980,9730464,7949339,7411547,7967276
2021-11-02T17:50,7463722,7636025,7469578,7529042,8048770,7913553,8347388,8696880,8018629,8574729,7928432,8627381,8788082,9080997,8454381
2021-11-02T17:55,7986876,8816148,7781155,9618097,6585151,10348011,7396029,7154523,7678257,9297655,7243379,7648368,9044131,6627344,5583066
2021-11-02T18:00,9486301,8997274,8440781,10219307,7571995,9755366,7349254,9469507,8688818,8288946,7450408,6752173,9213820,7342036,6499116
2021-11-02T18:05,8489866,6946224,8839916,8710657,9823964,8040208,8119666,7960119,8308143,7627083,6699234,8616673,7339197,6989316,6919325
2021-11-02T18:10,7030767,6896739,9883150,9162500,8408752,8658762,9094802,9104127,9370205,8695219,8680874,10712645,8121581,7269449,9035400
2021-11-02T18:15,9360827,7924864,6866982,8190590,8124099,5942347,7459404,10581552,8974560,7757890,7579384,8432646,7441905,8650427,5589252
2021-11-02T18:20,7121080,8226117,8442846,8834222,8684400,7749122,7784366,9975779,6158826,6126807,7030516,6332397,7916068,10280129,8484659
2021-11-02T18:25,7572490,9557440,7444654,9350025,10452853,9235240,8019263,8287440,7867377,8952378,8583807,7199645,8056701,8093598,7896521
2021-11-02T18:30,8438703,7853564,8102636,8510813,7469066,8140625,7124791,8415123,8336864,6783003,8536978,7120261,10311538,8230232,7488550
2021-11-02T18:35,6788176,8274308,8607106,8070592,8215049,7700507,7042120,8149471,7851413,6933516,9077525,6588082,7212211,7257971,9149264
2021-11-02T18:40,9438118,9860129,8236826,7922475,6696602,7040018,9012379,8700652,7483763,8125863,7730355,7430422,7894151,9986901,8455245
2021-11-02T18:45,8103129,9379560,8220636,9421001,8738550,7099442,8149011,8692266,8740874,7005282,7937922,6537506,8924529,7143222,5036062
2021-11-02T18:50,7748903,7223440,8565477,8690913,8855927,6222510,7798188,8280948,8675571,8538389,9328620,9333472,9123596,8191107,10270241
2021-11-02T18:55,7825598,10125070,8658178,6759163,6792569,7156319,9392329,11215627,8296774,9437077,8352409,9348194,9459433,7133246,8178205
2021-11-02T19:00,7471154,7591436,11376686,6195856,8621658,8024989,11382427,8912365,9354630,7675318,8130688,8138463,9981179,10059170,8651235
2021-11-02T19:05,8158432,8990682,8952026,8772661,9206471,7389494,6385289,9215553,7247630,8361190,8542715,7411092,7843648,9023447,11737570
2021-11-02T19:10,7943913,8575493,8256643,9837176,9271770,6719169,7548592,8074206,9689269,9915716,8843339,5652484,7292705,7530183,7174527
2021-11-02T19:15,5940111,10730028,10871773,6796321,8183613,8459508,5418637,7972624,8387437,9017107,6663699,8840974,9725057,8731051,7017308
2021-11-02T19:20,9002166,8652110,5841967,6870605,7526696,6087673,9087230,6368690,8640531,8259420,9425598,7988812,8242986,5680985,7096608
2021-11-02T19:25,8234394,7939522,9015215,7381168,8342149,6763123,7606453,7843368,8228597,8978393,10158647,5841439,10801144,9086978,9440656
2021-11-02T19:30,6007445,6849188,8710478,10924190,7281119,8632415,8801129,7442708,8085287,8897304,8900129,9120965,7671064,8860006,9573423
2021-11-02T19:35,7281808,8233923,6004081,9103850,11260871,5731320,10329611,10504384,9550523,8413963,10180894,9521259,8784730,8608507,8799563
2021-11-02T19:40,10169350,6809415,8124120,9007502,8503823,8514481,7617818,7532064,6895395,7774022,6978669,9619510,8138950,7576693,6632758
2021-11-02T19:45,9176834,8328184,6662471,7378139,7540293,6776445,8551358,7212338,9388546,8360863,9192381,7156569,9120116,7517042,7418204
2021-11-02T19:50,9378458,8375667,7829289,9926521,8516138,9984941,9425998,8936710,8145925,8415075,7810364,8008832,8482624,6954851,7455830
2021-11-02T19:55,8160465,7474745,9431243,7476102,6326593,8563313,9588452,8087268,9093899,9308005,8221845,6772332,8139204,8916700,10440140
2021-11-02T20:00,9193973,9556399,9175179,6742750,7464344,9952795,9803554,9590468,8260618,10508170,8316738,5925886,9036044,9824715,7360586
2021-11-02T20:05,10292414,7352348,9629041,6994248,8378833,9096704,7530114,6320789,8354126,7684986,8663335,5158211,8164650,7587036,9007201
2021-11-02T20:10,8749636,6591142,7803555,8163720,7875388,7171092,6433475,9421939,6536171,7534449,5920646,8558392,7152196,9429588,7194372
2021-11-02T20:15,7100942,7472008,7175884,8505191,7714869,6733169,7823958,8226863,7405530,8989706,7614462,7937954,8182609,6958428,6130890
2021-11-02T20:20,7877458,6644144,9545476,8028421,6634790,7193423,6870565,6121767,7371772,7060915,5984602,10615217,9117492,8086967,8743788
2021-11-02T20:25,9064171,9426240,7307984,7144468,9794628,8399542,7972086,7193215,9237691,8069209,6670891,8254206,9430345,5400607,8893854
2021-11-02T20:30,9579551,8121792,6618717,9620695,6702882,8342455,7747656,8934513,7957208,7202788,10128121,10144054,8473316,7820466,6941587
2021-11-02T20:35,8128777,9078157,6582774,8009348,8449800,7870866,9453330,7435100,7219708,5723037,9997301,8031104,7229911,7319112,8974861
2021-11-02T20:40,6801852,7731856,9103833,6386332,7309421,11692049,7032026,7284819,8282297,8757214,7308380,9094390,8764172,7084231,8253847
2021-11-02T20:45,10178233,7018920,8236797,7649978,8315604,7476172,9118774,7813400,7601458,8510453,8220646,7936310,7526392,6800581,8425529
2021-11-02T20:50,8435938,7029782,8955496,7622136,7921243,8229546,7069061,7921713,6504257,9057109,7041535,10578958,9137698,7757204,7867636
2021-11-02T20:55,9166844,8318896,9115701,8098950,8631601,7369113,8186338,7015715,9474687,7324729,8539065,10097804,8919963,8864957,10860254
2021-11-02T21:00,9331481,9330490,9866641,7102570,6170970,8221263,6898599,7880646,7974811,7517145,6402281,9443688,8282473,7995350,8945202
2021-11-02T21:05,6907973,7658335,8433528,6787370,7971848,6875936,7643489,7912039,7778173,8713528,8939797,6277655,6360124,9666434,8420998
2021-11-02T21:10,9585293,8248255,6841778,8713066,6351252,6658420,8702989,6891866,8588549,7710893,7321511,7796834,8058455,7890865,7875162
2021-11-02T21:15,8408353,7783143,8023878,7458733,9502569,9205378,9358301,7361472,8053799,7842573,8464869,7666522,7544169,7896155,8082019
2021-11-02T21:20,6876433,7584122,8931556,6325393,7858672,9680940,8816415,6587711,9255837,8742565,9914455,9925315,8337609,7079167,9685738
2021-11-02T21:25,7849010,9526670,7417286,7739051,10455155,7134833,8685841,8366238,6957986,9896015,7156516,7946753,7323159,9136303,7780455
2021-11-02T21:30,9720296,6367251,7922390,8344941,8507470,7747131,8504653,7578841,6695990,9296876,7191519,6408833,8095029,8442750,7067585
2021-11-02T21:35,8803905,10083625,9169192,8121221,9824974,8893543,8017922,8503028,6656173,8879131,8654486,8416964,10528556,7959343,8739137
2021-11-02T21:40,9727315,8812647,7604353,8805446,8220681,7661940,7732017,6952038,9978568,8497663,8673408,7392879,7539142,9452289,7989906
2021-11-02T21:45,8665403,7174017,10456952,6844623,7018582,10079891,7223650,7252117,6644783,9816816,6902541,9569698,7664160,8617142,8249523
2021-11-02T21:50,9260116,8074789,10088746,7688200,7763547,7190051,7337888,7914302,8763990,6920674,7510754,8617378,6423756,7449448,7449128
2021-11-02T21:55,8110376,6298331,7866404,7655633,8242571,9084894,8424790,7171970,5965351,7455472,7335516,7932972,8808753,8990121,8976800
2021-11-02T22:00,7930625,8722827,9557195,7779527,8301137,8813638,9153123,6741284,8215017,7265894,6967672,8603398,7535127,6713034,8323435
2021-11-02T22:05,8062484,10258278,9112637,8092413,10374474,9569567,9491590,8642623,7765274,9223454,6864688,7476948,6499881,5588458,7118824
2021-11-02T22:10,7800211,9487325,7874108,7751947,8795346,8648202,10072838,7880003,8257039,7915591,6614075,9385514,9563844,7734654,7061961
2021-11-02T22:15,8969875,8374834,7848461,7995231,8158563,9279542,7273213,7728294,8858551,6943747,9581734,8707843,7171044,8680494,11112422
2021-11-02T22:20,7991874,7117797,8539958,7679090,8766919,8815200,10127571,6631122,7559149,8940419,6855488,10438999,9078078,7862487,8480524
2021-11-02T22:25,7422999,6194245,8254300,8933772,8766712,7683962,10933663,9092956,8944435,6813537,8172250,8221299,7988351,8320627,6989006
2021-11-02T22:30,8770044,6578451,9359664,6426767,8666236,9937701,6578924,8990805,7313942,7035601,8389299,8794840,8481592,8888445,6047224
2021-11-02T22:35,6000429,7958308,7132346,7892651,7742663,8035127,8580434,9967347,7495456,8015158,9778399,8834764,10039320,8214224,8179348
2021-11-02T22:40,7361158,8446847,8328660,7126829,8566374,7710818,8878448,8302198,11968152,8705144,8923457,7870144,8946756,8807695,8994365
2021-11-02T22:45,9897010,8851983,7788482,8077731,7023781,7050123,8613020,10639517,7904458,7985598,8533320,8224628,6611381,8706362,9472636
2021-11-02T22:50,7807696,6932460,6096350,7771638,8243531,9147127,6562564,9851049,7640740,9242451,8731458,8929492,8353740,6955384,6721947
2021-11-02T22:55,7326613,6756941,7399631,9154625,9494804,7480360,8548983,8576621,6413136,7707958,9090995,8443688,8064842,9524154,9076611
2021-11-02T23:00,6805877,8342336,6666458,7475050,11884979,8887062,8581181,8165153,8368040,9283290,6841771,8250387,7811671,5958608,9600953
2021-11-02T23:05,9109969,7862156,6797002,9432803,8920927,9358133,7987229,6804164,8011507,7794617,6862170,9182094,6515522,7458173,7303921
2021-11-02T23:10,8865694,8354595,7935863,8661322,5169082,6448521,8847510,8373541,7566323,7435631,7638479,5807575,9215490,7296798,7503687
2021-11-02T23:15,7255758,7973463,7459082,7411636,8562704,6585325,8888976,8840086,9822398,7236686,9201007,9845833,7257672,7557834,8396005
2021-11-02T23:20,8212476,8162003,10132140,9705323,9327089,9106300,7952434,7810445,7792685,7543086,9831259,8319467,7813974,9891942,8088821
2021-11-02T23:25,7109597,6312349,8750708,6573137,6900262,7974588,8283188,9679172,8277662,9369052,7202885,7058825,7857777,6871194,7430517
2021-11-02T23:30,7514895,7493685,8159366,9689959,9726505,8070571,8920736,8444923,7418586,9060123,7111572,5768098,6158555,5925704,6048833
2021-11-02T23:35,6740617,9232314,7714003,8138321,7842394,7216955,8392435,9413881,8424598,7337263,6409969,8048544,8240347,9139300,8451940
2021-11-02T23:40,9297286,6211271,7102711,7222484,8603456,8136659,7070411,8125967,7322492,10278301,7504716,8142519,10806056,8443184,9466474
2021-11-02T23:45,8610992,10245281,7865075,8882377,8966907,6942174,8621871,11294861,9619568,8170382,9824299,7769080,7992222,9566727,8444680
2021-11-02T23:50,8549409,6166337,7927812,8775438,9031446,7874358,7192681,7248427,8619031,8892996,8323843,8861042,9010017,8741533,7812085
2021-11-02T23:55,7789959,8444429,8615865,7227409,6746282,6903495,7814645,7934970,7455708,8320309,9966748,7536110,6496998,8677901,8131942
2021-11-03T00:00,7290221,7306977,8753040,5951567,6719990,8500756,10412258,8969355,7474099,9000015,8605937,7865621,8063774,6609156,9185704
2021-11-03T00:05,7345759,8818758,6553404,7645627,7439803,8145522,8366924,8216902,8992250,8457106,9248653,9572224,7734748,7072738,8665042
2021-11-03T00:10,6962075,8875892,7686038,6785343,8490593,8189622,8366483,9763723,8604201,9676170,7863234,7408523,8571879,6673863,8201161
2021-11-03T00:15,7571053,7478282,6999445,6319604,9733853,6577877,7663369,7141861,8278539,9162148,6855606,8318533,8873737,7398562,6522856
2021-11-03T00:20,10705028,9847613,7998744,7613674,6994227,7796563,7230980,6985378,8177952,7871929,8022441,6960101,6820120,9048691,7215474
2021-11-03T00:25,9665365,8335693,9858026,7175937,7934694,6648005,8773384,9454526,9136898,9588755,10320179,7150961,8024230,7930268,10126110
2021-11-03T00:30,7533518,7400086,10064749,7339377,6489752,7388356,9282829,9506448,8711953,9295992,7658339,8559859,8964789,7588386,7951844
2021-11-03T00:35,9112329,5922778,9515290,7767828,6152816,6134242,7412161,7009633,7852182,8236539,9154565,8301631,7771251,9820181,7946011
2021-11-03T00:40,10315783,11733099,8825819,6139627,9654371,7481131,8540888,8527003,7419878,6980427,7860266,8022701,8432173,9442653,9198004
2021-11-03T00:45,8797504,9085883,8520228,8659620,8648196,8423171,10600041,7938215,9441877,7451885,9183502,7394189,8214514,8853080,8751052
2021-11-03T00:50,9857348,9438440,7694066,8816836,9464448,9267957,8245378,8205990,8706189,7096740,7665552,11492772,7299380,7764877,9590076
